profile-name,review-star-rating,review-body
Fernando Arias,5.0 out of 5 stars,"
  Es muy buena
"
Anamaria García,5.0 out of 5 stars,"
  Encantada con esta compra
"
Marc Daniel Joseph,5.0 out of 5 stars,"
  Good experiences with it.
"
Jeremiah,5.0 out of 5 stars,"
  Works great with 4k editing on premier Pro
"
Muhammad Rahid,5.0 out of 5 stars,"
  Excellent.
"
Cliente Amazon,5.0 out of 5 stars,"
  I love my juicy apple 😁
"
W4MDD,5.0 out of 5 stars,"
  Best laptop I've owned.
"
Amazon Customer,5.0 out of 5 stars,"
  Excelente
"
Sitti Ella Lacorte,5.0 out of 5 stars,"
  All is good. I totally love it. Proven and tested. ☺️
"
Michelle Baker,5.0 out of 5 stars,"
  Iykyk
"
Carlos Ortiz,5.0 out of 5 stars,"
  Excelente producto
"
Jorge Andres Molina,5.0 out of 5 stars,"
  Excelente producto
"
Mike Winquist,5.0 out of 5 stars,"
  Good
"
Benjamin Mondesir,5.0 out of 5 stars,"
  Great performance
"
Carlos,5.0 out of 5 stars,"
  Best laptop ever!
"
fatma ,5.0 out of 5 stars,"
  I loovvvee it 🥺
"
Pedro Casanova,5.0 out of 5 stars,"
  A+
"
John Lungu,5.0 out of 5 stars,"
  Camera quality
"
Shareen R Lai,5.0 out of 5 stars,"
  Personal use
"
Jack,1.0 out of 5 stars,"
  Unable to remake the installation system
"
Antonio h.,5.0 out of 5 stars,"
  Perfect
"
lupita luna,5.0 out of 5 stars,"
  Love it
"
Makai Thompson,5.0 out of 5 stars,"
  Amazing
"
Michael Phillips,5.0 out of 5 stars,"
  Apple never disappoints.
"
Loyola Nawalu,5.0 out of 5 stars,
Milagros,5.0 out of 5 stars,"
  Excellent product. I’m so happy😊
"
Social science professor,5.0 out of 5 stars,"
  Over the past 10 years, I've had five MacBook Airs and three MacBook Pros (my employer provides a new one for my work every few years, and I upgrade my own at home every 1-2 years).  Most recently, my personal computer has been an early 2020 intel quad core MacBook Pro and my work computer an early 2020 MacBook Air.  The brand new M1 MacBook Air is my favorite by far, and fixes everything I didn't like about the MacBook Air & Pro introduced in early 2020.,The M1 MB Air's battery life is amazing, I can use it all day and still have 50-60% battery remaining.  My previous MB Air and MB Pro gave me around 5-6 hours of battery life (despite Apple promising ~10 hours) - which was barely enough to get me through the day.,I'm also loving the the fanless design, silent operation, and increased performance.  Even though I don't do much video editing, my workflow can be taxing on the computer:  I regularly run lots of apps simultaneously, including Zoom for teaching, many open browser windows, Excel & statistical/database software, and a connected iPad I use as a digital whiteboard when teaching over Zoom.  The new M1 MacBook Air handles this easily, and does not get hot despite the lack of a fan.  The MB Pro I've used since April (the one introduced in early 2020 with Intel quad core processors) also handles this load well, but it gets warmer and fans kick on sometimes.  The early 2020 MacBook Air buckled under this load, it gets very hot and the fans are screaming.,Besides the better battery life, silent operation, and robust performance, the new M1 MB Air has a display with better colors and a slightly better webcam compared to previous MB Airs.,The MB Air's display doesn't get as bright as the MB Pro's display - that has been true for years, but it has never been a problem for me.  I would only need the display to be brighter if I were working outside on a sunny day, and I just don't do that.,I really love the keyboard on the new M1 MacBook Air, which is the same as the keyboard on the early 2020 MB Air & Pro, and MUCH improved IMHO from the butterfly keyboards on the previous MB Airs & Pros.  It is quiet and super comfortable for typing.  When typing very fast, my accuracy is higher on this keyboard than on the butterfly-style keyboards.,This is subjective, but I really prefer the MB Air form factor - the wedge shape and slightly lower weight - compared to the MB Pro.  I also strongly dislike the MB Pro's Touch Bar.  I've had two different MB Pros with Touch Bars and they were nothing but trouble for me.  When typing fast, my fingers would sometimes slightly graze the edge of the Touch Bar, which would trigger a command (like launching the Music app), which would interrupt my workflow.  I know other people don't have that problem, and other people find the Touch Bar useful, but it's just not for me.,For me, the MB Air speakers (on this and on the previous model) are quite good for movies or YouTube videos or Zoom/Facetime calls.  The microphone is perfectly satisfactory, though for Zoom calls or when making my own instructional videos I usually plug in a cheap external mic which is a little better.,The webcam is still disappointing, even though image quality is SLIGHTLY improved over previous MacBooks.,The external design is exactly the same as MacBook Airs from years past.  I like the design pretty well, but Apple will redesign the MB Air & Pro in the next year or so to reduce the bezels which will allow a bigger screen without increasing the size of the computer.  I will want one of those and might regret that I didn't wait.,But for now, the M1 MacBook Air is the best MacBook I've ever had, it fixes everything that I didn't like about previous MacBooks (except the webcam) and offers me a really great computing experience in just about every way.
"
J. Hansen,5.0 out of 5 stars,"
  (Heads-up, this review will be lengthy, but I wanted to cover every aspect to make sure you make the right buying choice).,The MacBook Air has always been known as a popular choice for college students over the years due to the lightweight, slim design and good battery life. One caveat that has always plagued the MacBook Air of year’s past was underwhelming performance due to underclocked, lower-powered processors (which were always reserved for the “Pro” line). That was why I always got a MacBook Pro in year’s past. This time around, when Apple announced the new M1 chip, I was curious, so I watched hours and hours of reviews and decided to pull the trigger on the new Air (the Air has the same chipset as the MacBook Pro, with the same GHz at 3.2, while saving $300). I am on a budget, but I also didn’t want to sacrifice performance, so I was a little nervous I was missing out by not getting the Pro, but thankfully I have not had to sacrifice a thing.,I am a full-time digital design student, so my workflow can be demanding at times with running Adobe Photoshop and Adobe InDesign, etc. I previously purchased a 2017 MacBook Pro and it was my daily driver until about mid-March when I made a grievous error and went out and purchased a Lenovo Yoga C940 with 16GB of Ram, Intel i7 Processor at a whopping price tag of $1500.00. Buyer’s remorse soon followed as the Yoga was plagued with overheating issues, thermal throttling and absolutely horrific battery life. The only thing that I liked was the speaker set-up and the 4K touch screen. Other than that, I was beyond disappointed. I sent it back, and went back to using my 2017 MacBook Pro, until I purchased this Air.,So the pro’s:,Fantastic battery life—I have a tough time killing the battery on this computer. It will easily last an entire day, and even longer if you aren’t totally hammering this thing with demanding apps like I do. It’s great to know you don’t have to always carry a charger with you everywhere (you can carry from class to class, the coffee shop and back home and it’ll still have battery to spare). A win in my book.,Heat management and fanless design—I am super nit-picky about heat management and fan noise when it comes to laptops, which is why I always love the MacBooks and detest Windows (hence sending the Lenovo back).  The fact that this computer is fanless and manages to stay cool to the touch boggles my mind. I don’t have to worry about a computer than will get so hot that you can fry an egg on it, or annoying fans kicking on. I also like that I don’t have to worry about blocking any ventilation grills, since there is no fan. I can sit in bed with covers under this and not worry I’m blocking a fan exhaust.  Again, another win in my book.,Slim design—at 2.8 pounds, and having a tapered design, you can throw this thing in a backpack and not feel like you’re lugging around a brick. I also liked the tapered design as it’s a little more ergonomic than my MacBook Pro that has some really sharp edges by the trackpad. It’s a nice change for someone that has to type up essays all of the time.,Keyboard—gone are the butterfly mechanisms of MacBook’s past. One thing I really missed when I gave up my 2015 MacBook Pro was the keyboard! Thankfully with the new Air and Pro’s, you get the scissor switch mechanisms back, so my fingers don’t feel like they’re hitting bottom when typing for long periods of time.,Trackpad—I love, love the force touch trackpad. I still believe Apple has one of the best trackpad designs of any laptop out there. Hands down. It’s smooth as butter.,Performance—This is the little machine that could. It puts my 2017 Pro to shame. It also outperforms the Lenovo that was supposed to be top of the line, at a fraction of the cost. I can have multiple tabs in Safari open, Photoshop, Apple Music, Microsoft Word, and this doesn’t even break a sweat. I also like that I can do some light video editing on this. For most people—especially college students—this computer’s power should be more than sufficient. Keep in mind if you are a professional videographer or photographer, you might want to opt for the Pro as it does have a fan and can sustain heat management better in terms of thermal throttling. Again, that’s if you’re editing like multiple 4K videos on a daily basis, but for college students or the average Joe that may only need to do the occasional video project—no problem! This computer can handle it!,Screen—It’s nice and bright, and the color accuracy is on point, which is important if you edit photos or videos in any capacity like I do.,Speakers—I am a music junkie, and I have to constantly have music going when I’m working on school projects, and for such a thin and light laptop the speakers on this are actually pretty good. Good stereo separation and punchy. They could do with a little more bass, and when you max the volume it can get a little faded, but that’s to be expected for such small speaker drivers. I am more than pleased with them. They also work good for binge-watching shows on Netflix.,The cons (there are few):,The webcam—it’s a 720P webcam, and well, it looks like a 720P webcam. It’s a little grainy and washed out. It will do in a pinch, but you’d think in 2020 we’d get an upgrade on the webcam.,The lack of ports—in true Apple fashion, the I/O is somewhat lacking. You have 2 thunderbolt 4 ports, of which you cannot plug in an external GPU, and are limited to one external monitor (this is a limit that Apple’s M1 system on a chip, not the thunderbolt ports, which I am sure will be resolved in future iterations). I would have liked to have seen at least one USB-A port for legacy things like flash drives, etc. But that’s just me being nit-picky.,M1 chip running Intel apps—because Apple’s M1 chip runs on ARM and most apps are coded for Intel, there are many apps that have not been optimized to run the new Apple chip natively (like Adobe Creative Cloud). You might run into a few glitches and hick-ups while app developers are getting up to speed. So far, I haven’t really run into any issues, but there is that possibility. I am sure here soon it won’t be a problem. Again, it’s nit-picking.,--,To sum up: this MacBook Air is a winner. I would absolutely not hesitate to recommend this to anyone, and I would absolutely buy it again. You get the performance and the portability, while saving some $ by not buying the Pro line. I am very happy with this computer and think I might just have come as close as I can to the perfect laptop for my needs.,Happy shopping!
"
Chris D.,1.0 out of 5 stars,"
  This was the first Apple Laptop I've purchased. My entire life I was so excited to always purchase an Apple MacBook/MacBook Air because of the positive reviews. I tend to review most everything in the most positive light, but this is just horrible. I constantly come back to the laptop and it says ""Please report unexpected shutdown to Apple."" This has happened at least 8 times with no response from an Apple Technician. Then the camera quality for a 2020 Machine is something out of the 1990s. It's horrible, I look grainy and I bought this laptop for an MBA program. If you want to run many programs at once, even with upgrade RAM and Processor, you will hear what sounds like an airplane trying to take off CONSTANTLY. The. fan. does. not. shut. off. Sure it's portable, sure the ""build"" quality feels good in the hand. In terms of performance, spend the extra money and don't get this. I'm quite embarrassed I shelled out over $1k for this. Do as you wish, but this laptop is not worth the money and has pretty much ruined my desire to get any form of an Apple Laptop again.
"
Diver,4.0 out of 5 stars,"
  I have both an iPad and iPhone so I thought is would be make sense to have a Mac so everything is in one ecosystem, as it were.  To some extent this has indeed proved true and useful.  I am coming from a Surface Pro 7.  The Mac Air's battery life is much less than advertised.  The claim is around 10 hours, I doubt I get 5, and I am mostly doing internet browsing and Word stuff.  Battery life from fully charged was about 1 hour while on Zoom.  The battery life of the Surface is better.  Word for Mac is a little different than Word for a PC, but the differences are minor and manageable.  But documents open more slowly on the Mac, and mine has the M1 chip.  On the Surface, documents usually open immediately.  On the Mac it might take 5 seconds, not an eternity, but a little annoying.  The Surface boots up much faster than the Mac.  I have a DVD with a number of workouts on it.  I could not get any individual workouts to open using the Mac's native software.  So I downloaded VLC.  It works fine on the Mac, but takes a long time to open, about a minute.  This seems to be true of any software not downloaded from the App store, including Firefox.  There do not appear to be Mac apps for either.  On the other hand, the Mac has a better screen than the Surface.  While the Surface is quite a good laptop, it is a marginal tablet, and I almost never use it as a tablet.  When I am not sitting at a desk, I prefer the Mac because the two parts cannot come apart as can happen on a Surface.  The new Mac keyboard works great, maybe a tie with the Surface.  So a mixed bag.  As I mentioned, I like having everything in one ecosystem, so likely that is enough of a benefit to keep the Mac.  I am mulling over upgrading to the MacBook Pro 13 because of its bigger battery, but don't know if I want to spend the extra money.
"
s,5.0 out of 5 stars,"
  I love Linux, i can tolerate windows, usually don't like Mac. It's fine folks like what they like for me, Linux gives the most choice is extensible, and runs so fast on even older hardware, you get infinite support you don't get harassed to use cortana, siri, candy crush itunes etc etc.  Mac usually they push you so hard in this echo system for a lot of stuff i really don't like. it used to be just getting music out of itunes was a pain.,well here we are in 2021. I mainly work on linux these days, and wanted a unix style mac because working remote i just needed something with microsoft office, i need that. i am not doing windows development these days. I know there is wsl but there are trade offs on windows. not with mac --  for my use case, so i tried it... gave it another shot really. My timing was seemingly really good., these computer are fantastic. You know what i hate about laptops. when they are 150 degrees melting your nuts and it sounds like you have a jet pack on. I hate that i really do. All of my laptops do this. The mac M1 I am pleased to report doesn't. Screw performance i mean that's great here, but the quiet and note heat that's the feature.,This is coming from someone that doesn't want to like Apple. They outsource all these jobs, their stuff is over priced right? I'm not so  sure about the price here. You can buy a mac pro 13 inch that's faster than an i9 for 1500 (if you get 16gb), and the battery is amazing, no heat, no fan, the sound is great, the screen is great, the keyboard is great, it's not a lenovo, but other than that it's about as good as you can get. This machine is so well thought out. I got the pro, the reason i take a lot of calls and wanted the slightly better sound, and boosted battery,but if you don't need that you can just get the air which doesn't have the horrible touch bar. Don't get me wrong. the touch bar would be fine IN ADDITION to normal keys. that's where they went wrong here they got greedy. I digress. The only other issue i see here is the connectivity sucks. It needs ports on both sides and at least 2x ports.,All these reviews are usually full of crap. It's just people getting free hardware and writing reviews so they can take a tax deduction, or they are sort marketing. This time it's true. This architecture is a significant advance especially in the laptop space. I 'm not sure if this will translate to a desktop-- risc vs cisc isn't new it been going on for decades, but  for laptops, this is a quantum leap. I don't see any reason for the work i'm doing to use a desktop computer a this point. i have complete portability, i can take calls (amazing calls), work on ms office, general development (vscode, all the jetbrains stuff, docker etc)... i mean for a lot of system stuff i'll still use I'd still use linux, but for work this is a great way to go. What a great product. It really really is. This i as strong of an endorsement i can give if you just need to be productive. After 8 months of hell no more fumbeling around with TPM chips, mics, no being able to share my screen, pleading with my computer to use the right audio device. I like it better than any other laptop i have ever had by far.,This thing is really just that good. I've been i this industry for a long time. There are going to have to be some changes in competitors product lines, if Apple continues to maintain this price point and deliver a product of this caliber. I have no question this one is going to eat market share fast. I'd imagine there will be a strong response fro Intel, amd and the software companies.  It's difficult to justify purchasing any other laptop at this moment. I mean just get the air for 1200, just get the extra ram. maybe 500 gb. That's all most people are going to need. Who cares if they release better ones in 6 months. they always do they'll probably cost too much. this is all you need.
"
hongqingao,4.0 out of 5 stars,"
  okay so, pretty great laptop. it doesn’t overheat, the camera is better than my previous macbook, and it runs pretty well. the only problem i have is that extensions like chrome keep crashing. as a student using google meet and zoom for 7 hours a day i really can’t be crashing in the middle of a class. i’m not big on tech, so i’m not that picky, but i hope this problem sorts itself out.
"
RAMA iyer,4.0 out of 5 stars,"
  Brought this from apple directly,Display started showing Vertical stripes within 20 days of purchase,And yes not in stock for replacement,Apple was helpful in refunding the money,I would recommend to go for 512 GM ssd,256 GB only gives you to 140 Gb odd space to work with
"
Michael Murphy,1.0 out of 5 stars,"
  Why doesn't the warranty option appear anywhere on the page rendering the new MacBook Air (M1) - even if I put it in my cart... there's no checkbox rendering for Apple's warranty?
"
Jonathan Borgia,1.0 out of 5 stars,"
  What happens when you perfect a product? You can only go downhill. In 2015 Apple perfected the MacBook. Then, they ruined it.,Everyone in 2015: It's great. A bit more battery life would be nice.,Apple: We'll make it thinner, make the touchpad so big people hit it with their palms, remove the magnetic break-a-way power cable that everyone loves, replace all the ports with USB-C ports so people have to buy dongles, swap the keyboard for one that barely even functions, and hell (just to mess with everyone) let's lower the battery life.,The 2020 does little to fix any of the issues. It's a crap product, but after Jobs died Tim Cook couldn't make changes because he'd basically be admitting he was wrong. And they need to keep changing things because otherwise it is only perfect and not ""new"" - Whoever decided this was the way to go should be working in an Amazon warehouse sorting returns.
"
Huma Ahmed,5.0 out of 5 stars,"
  Before I begin, I’d like to clarify that I purchased this MacBook on Apple.com.,I was kind of reluctant at first to purchase a MacBook due to the expensive pricing. But it was heard that apple products are long lasting and really good quality. I’ve had. Chromebook for 3 years, and the quality is not amazing. I’ve had to bring it for repair multiple times. It also shut down randomly. But not with this MacBook.,The MacBook is soo beautiful, and sleek. The rose gold color is so elegant, and the keys are amazing. At the top right hand corner there is a small button that enables Touch ID which is so convenient and easy to work.,By just saying “hey, Siri” my automated assistant is summoned and will help me with whatever I need. It comes with so many apps. And so many ways to customize your MacBook.,I changed my profile photo, set a quote on my Lock Screen, changed my wallpapers, made widgets, changed my highlight color, accent colors and much much more.,It’s so convenient for me to have my zooms open in one browser and the “pages” app open in another so I can take notes while my teachers gives lessons.,As shown in the pictures, if you update your MacBook with Big Sur, you can download “Widgetsmith” and customize widgets! My entire MacBook’s aesthetic is so elegant and I just love it. Comparing this to laptops like HP and Dell, as well as Google, there are limited ways you can customize your laptop to your liking.,I asked a couple of friends and family members who have MacBooks, and they have had them for 5+ years, without having to take their MacBooks for repair. I am hoping this will be my case as well.,I can now message anyone from the messages app and the mail app.,The camera quality is great too! It’s touched up my appearance with zoom and Google meet. and I’ve heard if you want a MacBook to edit, the pro is the way to go because the storage is bigger.,The battery life is so great too! I’ve used it for 6+ hours starting at 9am to 4:30 pm. It started at 45 percent and it only went down to 30!!!,Buying a MacBook will not water your money! I am loving every second of my use!!! Thank you Apple!!! 💜
"
David J. Raposo,1.0 out of 5 stars,"
  Just bought the new M1 and through a series of events and customer support prompts: I started out with 2 computer's and can now barely use my old one because it's too old to support macOS Catalina  (mac pro late 2012)...super unhappy, not because the support wasn't excellent, because it was. Rather because I was sent a computer that didn't know how to migrate data from one mac to the next, which is fully unacceptable. Every prompt to fix this issue adds more time I've had to invest in this problem and ultimately makes things worse. I've been at fixing this issue since Tuesday. It would be fine if the process hadn't bricked my old computer where, once I was running logic, can now barely open a pdf. I've been thinking of moving out of the mac eco system for some time now and this will certainly push me on my way out of it. I've not had the new M1 computer for a week and haven't even seen the home screen yet. Every one says how awesome the M1 is, hopefully some day i'll know.
"
Walnut Creek Kid,2.0 out of 5 stars,"
  Don't let the fanboys sway you, you're a beta tester with this laptop.  Lots of software doesn't function with it, I know, it didn't run of key programs I needed, also what does can be buggy at times.  If you're using this for work or real money is counting on its use DO NOT buy, simple as that.  Lots of things should have been better, the bezel in 2021 is thick.  The lack of ports is ridiculous.  If you planned to use windows, count that out.  If your a grandma using it to surf the web go for it.
"
vcponsardin,5.0 out of 5 stars,"
  Yup.  This M1 MacBook Air is everything the online reviewers said it was--amazingly fast, agile, and smart.  It blows away all earlier MacBook Airs as well as most other laptops on the market.  I'm not much of a tech nerd, so the specs and numbers don't mean much to me.  I'm a writer.  So I appreciate the feel, ease, and portability of the machine.  Plus, I'm delighted with the keyboard--heads and tails better than the faulty ""butterfly"" keyboard on my old 2017 Air.  All in all, this is a great small laptop.  Solid, but light.  Lightning fast and nimble.  It is a great step up from the older Intel machines.  And I'm not in the least bothered that the external design is the same as the older models.  It's a classic and fully functional shape, so why change?  Well done, Apple.
"
Ten Bitcomb,5.0 out of 5 stars,"
  I was hesitant to get a smaller Macbook after my 15"" 2015 Macbook Pro started to suffer from keyboard issues.  I repaired the keyboard twice, so there must have been something wrong with voltage regulation to it.,Anyhow, I couldn't resist the idea of an ARM based Macbook, so I went with the 2020 13"" Macbook Air since I don't think the Pro model had Apple Silicon yet.  I could be wrong on that.,Long story short, it meets all my needs with flying colors!  It turns out that I'm perfectly comfortable with a 13"" screen and that I don't need a bigger one.,Everything great about this Macbook:,- It's *fast*!  Don't let the ""Air"" moniker deceive you.  Unless you're into heavy gaming, this is the laptop for you.  ARM processors are the future of consumer computing.,- The battery life is *insane*.  I still can't comprehend how many hours this thing survives unplugged.  I take it on flights across the country and never need to plug in or get worried that I will run out of power, even when I'm charging my phone off it!,- It's slim and light!  Perfect for traveling.,- It is completely solid state with no moving parts!  No fan whirring or anything like that.,- As an extension of the first point, it runs ARM builds of Windows insanely well with Parallels.  It can even run Halo: CE at near full speed!,- macOS is very stable.,- The retina screen is nice.,- Despite what people are saying about the camera, it's actually better than the one on my old Macbook Pro.  (this isn't to say that the camera is *good*, but it's adequate IMO),- All things considered, the M1 Macbook Air is incredible value and really a great deal for the price.,- It has a larger touchpad than my old Macbook Pro but not quite as bit as the one on current 13"" Macbook Pros.  I find this preferable because it is just the right size where I'm not constantly hitting it with my palm as I type.  If you type a lot then the touchpad on this laptop will probably annoy you less while still having plenty of surface area.,- No touchbar!!!  Halleluja!!!!,- Decent sound from the speakers considering the size constraint.,There are some cons, but they are pretty minor IMO:,- Only the left side has USB-C ports, in contrast to the Pro which has them on both sides.  The right side *does* have an analog audio jack, however, if that's useful to you.  However, I've managed fine without USB on the right side.,- It would be nice if I didn't have to click the fingerprint sensor button to get it to sense my finger and wake the system.  On pros, the fingerprint sensor is always active.,- If you are one of the 3 people on the planet who want the touchbar, this will not have it. (I however consider this a good thing),- Although the speakers have improved in quality since previous Air models, the Pro is still going to have better sounding speakers.  You may feel like you've gotten a bit of a downgrade in that regard if you are coming from a Pro model.  Personally, I've gotten used to it plus I use AirPods most of the time anyway.,- The Air does NOT have an HDMI port, but you can buy an (expensive) adapter that will provide HDMI.,- Storage capacity is workable but limited.  Would be nice to get at least 1 TB of storage in the future.  In the meantime I just back stuff up on to an external drive and periodically clear my downloads folder.,I'm a software engineer and the M1 Macbook Air exceeds my needs and expectations.  I think I'll just be buying the Air model in the future because it's terrific value for the price point.  $999 might be expensive for some, but I can assure you that it's a robust laptop so you are saving money in the long run.  I've owned many non-Apple laptops in the past and I ended up hating all of them.  On the other hand, I never regret owning an Apple device.  This is coming from someone who formerly used Windows and Linux.  I got tired of both the hardware and software breaking down quickly.  Apple isn't perfect... my last Macbook Pro chugged along for over 6 years until the keyboard repeatedly failed, but that still beats all previous laptops I owned that had numerous problems unrelated to how I treated them.
"
Gold Fish Lung,5.0 out of 5 stars,"
  Yes there are bezels but honestly who cares?  This package delivers an extremely strong value as someone who spends most of their time in a browser, working on excel and word.  Chrome has not posed any issues so far with many extensions and two profiles running simultaneously as of the time of writing mid december.  8gb of ram is more than enough to run a multitude of apps thanks to apple's strong os optimization.,This one is a keeper, I've been trying out macbooks for awhile and was always unhappy with something. Don't get me started with the battery life, it is so good that I spend most of my time off the charger.,Most average joes looking for a daily driver or work from home computer will be satisfied with this.  As long as apple continues to support the first gen of desktop silicon for a long time like everything else, then I have no doubt this will last for a long time.
"
Fult,5.0 out of 5 stars,"
  Full disclosure, bought from Best Buy open box for a much better price and convenient same day pick up.,Shouldn't surprise anyone, build quality is top of the line, feels ultra premium, track pad, screen and keyboard are perfect. Screen is actually amazing, makes a huge different coming from even an IPS windows laptop. Fanless is truly fantastic, laptop stays cool with demanding tasks while sipping battery. I sat there for 5 hours doing some serious writing and safari browsing, and barely lost ~20%. I'd imagine you could get a couple days with casual/moderate use.,This laptop solves all the problems of the previous Air's, it doesn't get super hot and the fans kick on obnoxiously loud. Performance is top notch, and the only real downfall is the lack luster webcam, but I'm not knocking off a star because every laptop has at least one compromise. This is a compelling package for the price, especially if you get more than 3 years out of it which is very doable. Overall was very impressed with this machine coming from a Ryzen 3500u Windows laptop.
"
Trust Ambulance,1.0 out of 5 stars,"
  Don't be fulled by 13"" description. Its bigger! And much heavier! New Air completely lost its purpose to be small and light laptop that is convenient on the go. If I wanted a bigger and more capable laptop I would have bought a PRO not an AIR. PLEASE PLEASE PLEASE make a normal size AIR
"
Bobbi Billard,1.0 out of 5 stars,"
  Apple USED to make great computers... Past tense! I've used them for many (almost 20) years but recently bought this computer in December and my sentiments about this brand has completely changed. How the mighty have fallen!,I was always the biggest Apple supporter. I have purchased many as gifts for relatives as well as bought them for myself. From the Apple watches to the screens and desktops to the macbook pros, macbook airs and phones. I defended them against the Apple haters and always had their backs. I thought I was going to be Apple for life. I even own many shares of their stock, which I will be dumping soon because I see the writing on the wall. I could tell something was up with them as Apple continues to have great earnings reports but their stock doesn't move. It's the biggest slug of a stock. I now think I have stumbled upon the reason why.,If you google the recent complaints about Apple you will see. Apple does not have the great customer service they once had. I was mistaken to think they did. They have also started cheaping out... big time. The result? Products that don't last. Couple that with customer service that could give a flying eff if you remain a customer of theirs and I'm sensing a recipe for disaster unfolding here... Selling all of my $AAPL stock ASAP stat.,Warning, do not buy this computer! Apple's quality has gone wayyy downhill.,The MacBook Air cords are absolutely horrendous! I am on my third Apple cord in less than 6 months. I brought the product to an Apple store and the employee denied that there was any problem with their cords and instead blamed me. He told me I must be doing something wrong. Nothing has changed about my usage of their products. I've always used them the same way and never had issues with my cords until the computer was really old. Think years and years. Not months. So you'd think if I was the problem like this guy tried to say I was, I'd be going through computer cords right and left, right? Well I haven't. And looking up my account would prove that. However, Apple doesn't care. They want to charge me for to replace their defective products anyway.,Welcome to the new Apple where the customer is always WRONG.,Then the guy doubled down and told me that he'd been working at the Apple store for 10 years and I'm the ONLY person who has ever had a problem with their cord. A simple google search has proved that to be completely false. Everybody complains about the quality of their cords. This must be huge business for them selling cords like this.,So the employees gaslight you and will blame you if something goes wrong. If you want to sign on for that, good luck. I hope you never run into a problem and see what I'm talking about but you'll be fooling yourself because it will only a matter of time. I am DONE! I work too hard for my money and they aren't the only computer show on the road. Lucky for me I speak PC too.,Thanks for nothing Apple! Good job burning that bridge. You just lost a loyal customer over $19. Hope it was worth the extra $$$$. It's not the money Apple. It's the principle. I won't do business with companies who treat me like that, period. Peace out!
"
Chip Chocolate,5.0 out of 5 stars,"
  My favorite thing about this new macbook is the ability to listen to music beautifully at the first level of volume. At max volume a theater can hear it.
"
Amazon Customer,5.0 out of 5 stars,"
  Through the past year and a half, students have had to use personal computers and laptops for everyday tasks, most importantly being school. From my personal experience I believe that the MacBook Air 2020 is the best tool for the job. If you plan to frequently use a personal computer or laptop in the future, the MacBook Air is the right choice because of its processing speed and storage, ability to keep a charge, and the apple compatibility that it uses.,First, the MacBook Air 2020 is amazingly convenient to use throughout the day because of its ability to hold a charge and how quickly it gets charged. In my school days I did not have very much time to worry about the battery life of my computer. Now I do not have to do that at all because I only need to charge my computer once to twice a week and its 30 hour charge. Next, the apple compatibility that it uses, including Apple music, iMessage, Facetime, etc., makes this product very easy to use while not having to use multiple devices to do actions such as getting a photo from your photos or getting that one picture from a text. This apple compatibility lets you see all of these things and not have to worry about changing devices to do so. Finally, is the processing speed and storage. The MacBook Air 2020 has a processor that is considered to be great for gaming and running large applications within the computer. This makes the computer amazingly fast while doing average school work and using it for everyday life. Although it is expensive, the MacBook Air has been considered to be the best for its price out of all of the MacBooks, including computers such as the MacBook Pro. The strange thing that the MacBook has is amazing showing its slim appearance and lightweight feel. The storage that is available with the MacBook is 256GB, 512GB, 1TB, or 2TB, but most went with 512GB. These large amounts of storage are fantastic, showing that one of the MacBook Air's biggest competitors(Dell XPS 13) only lets you choose between 128GB and 256GB. Now if you want to have a large amount of pictures or apps on your computer that kind of storage just won't cut it. For these reasons the MacBook Air 2020 is the best choice for daily use and school work because of its processing speed and storage, ability to keep a charge, and the apple compatibility.,Overall, the MackBook Air has the processing speed, storage capacity, battery life, and the apple compatibility to make it the best choice for a laptop or personal computer. Throughout the last year and a half, I have had to be on my computer a lot to do school work and many other things. Getting this computer has not only helped me do this quicker, but has improved the quality of my work because of its nice layout and convenience.
"
Alix Damron,2.0 out of 5 stars,"
  I've had mine less than 3 months and am unhappy and peeved off. While this is a pretty and nice laptop as well as light and easy to travel with. It LAGS and is SLOW. Every time I haven't opened my laptop an hour after I last opened it nothing happens with the screen and I am forced to hold the power button until it turns off and then on again, if I'm lucky it works the first time. and when you plug anything into it the computer FREEZES! (you also need to get an adapter because it doesn't take USB) Apple is once again charging way too much for a subpar product. If you're looking for fast and streamlined this is NOT the computer for you. Very disappointed and utterly annoyed.
"
